ID_TREN,CURP,HORA_INICIO,HORA_FIN,FECHA,TURNO
117,CMSP432427MCOEPT9N,05:06,12:00,03/01/2022,M
118,FYFF175288MBVVMR5J,05:08,12:02,17/04/2023,M
119,MGMI701418MCTVQHN7,05:09,12:06,16/04/2023,M
120,RLNW606204MMDVEX2K,05:01,12:04,30/01/2022,M
121,EQKJ946986HPJCRYGQ,05:06,12:06,10/09/2022,M
122,SIKM452249MXVDCEO1,05:01,12:05,15/04/2023,M
123,FONE626303HASQJIPB,05:08,12:04,06/07/2022,M
124,WAWD754551MTCTUF6G,05:08,12:01,14/02/2023,M
125,KFJR998662MLFYFDZN,05:07,12:00,06/01/2023,M
126,TOVI126864MKLAAUA6,05:06,12:09,30/03/2022,M
127,XLZU751667HBUFXO88,05:02,12:01,11/11/2022,M
128,HMEQ662450MRFEUC7S,05:07,12:06,17/05/2023,M
129,EYSJ927613HOTSHEK6,05:03,12:03,29/10/2022,M
130,AUUZ094509HJQDKSKR,05:09,12:04,19/04/2023,M
131,CACY052632HHLCWM33,05:00,12:05,03/08/2022,M
132,PHQU763029MTQVLF94,05:01,12:02,20/03/2023,M
133,TYRZ452337MWHMCP2J,05:04,12:05,04/11/2022,M
134,NBOH071252HENJGTX5,05:01,12:00,19/10/2022,M
135,WWGV615730HBVWHJGI,05:04,12:05,28/11/2022,M
136,AXJY060048HGUJUUB8,05:03,12:04,03/02/2023,M
137,FAEY237176HYVIVN49,05:09,12:06,18/03/2023,M
138,OXIT510255HCHYIX38,05:09,12:01,14/01/2023,M
139,RAHE925706HSNQAUB2,05:02,12:02,16/04/2022,M
140,YWWY209058HYMCCZ17,05:06,12:10,29/05/2022,M
141,YBFW906086MQTWEO46,05:09,12:06,21/02/2023,M
142,RMSZ714077MRPKYS79,05:04,12:04,31/08/2022,M
143,VEQH165758HLHLEHV2,05:09,12:09,07/08/2022,M
144,RZPC376465MACBNPR9,05:01,12:09,01/09/2022,M
145,QGYA233771HHWGKEXB,05:01,12:09,22/04/2022,M
146,KCMW870747MJAEOUYB,05:04,12:05,11/02/2023,M
147,NWNE768878MBGYUK7Y,05:05,12:03,13/01/2022,M
148,QGSY060984HSLQXFYR,05:08,12:01,04/02/2023,M
149,DHGT672169MCNKMM5J,05:03,12:07,21/03/2023,M
150,WDGX072361HTRWES00,05:03,12:05,01/05/2022,M
151,GYEM748315MHGSJH31,05:09,12:07,07/08/2022,M
152,RLBR167908HVOZQJ7C,05:01,12:07,11/01/2022,M
153,SYAU913179MBJDEGR9,05:05,12:02,02/09/2022,M
154,IMAY064045HDGHBT5Y,05:00,12:09,13/06/2022,M
155,GKZG797050MQHTLR7N,05:09,12:07,17/06/2022,M
156,LMPL291835HRZGMK9S,05:02,12:07,01/04/2023,M
157,RBEX636034MARDTB53,05:01,12:08,03/03/2022,M
158,GHTF358214HXAQWGZW,05:01,12:05,05/03/2023,M
159,RCVU373158MEMUZN2U,05:07,12:00,06/08/2022,M
160,MDKQ252239HZJBOITQ,05:07,12:03,04/07/2022,M
161,LLOV879622MUYOBPQC,05:05,12:04,07/06/2022,M
162,HCBV877630MPLICE9B,05:08,12:04,12/07/2022,M
163,CALO658331MTMXRAK9,05:02,12:00,08/07/2022,M
164,EIDO759540HHABIIT0,05:05,12:00,11/10/2022,M
165,JFLQ131373MCVXPBP8,05:01,12:09,14/08/2022,M
166,YUQU440016MWYAKP73,05:03,12:06,28/06/2022,M
167,SJDU302518HOGAFP28,05:09,12:01,28/04/2022,M
168,RGDZ118849HPEJHIPK,05:08,12:08,04/05/2023,M
169,YFDN932996MNYKKV17,05:00,12:05,09/12/2022,M
170,VXAX885383MQWOYW8H,05:09,12:00,20/05/2022,M
171,MFIT868723HZCQUIQM,05:01,12:08,07/07/2022,M
172,DIJC164303MJKJMT14,05:01,12:08,18/11/2022,M
173,EJMT902518HGXXQV57,05:01,12:01,03/04/2023,M
174,OQYB061843MRAPPWE8,05:05,12:02,23/06/2022,M
175,CAQO876122MOPEPCO5,05:03,12:04,04/01/2023,M
176,HFHJ951862HNAUABXF,05:04,12:00,01/09/2022,M
177,OWSX047163MTWSCI52,05:09,12:05,21/09/2022,M
178,AZGL194161MJAJLTQ2,05:07,12:09,23/01/2023,M
179,GJBR072277HXDHJI21,05:07,12:03,17/01/2022,M
180,QPHF210503HVDANN79,05:02,12:03,11/04/2023,M
181,IUVV794230HFVSFIL3,05:01,12:00,20/11/2022,M
182,YDEA568077HDZWWJE3,05:06,12:08,12/03/2023,M
183,AXQC050118HZRULFE0,05:05,12:02,06/02/2023,M
184,VJCJ616281MCEXUXOF,05:09,12:02,10/09/2022,M
185,ZJZQ015062HKOKNBK2,05:07,12:08,03/04/2022,M
186,NSFR064498HQGVYV4T,05:08,12:02,31/12/2022,M
187,EZGS806693HZAUFE87,05:09,12:09,17/04/2022,M
188,SBXK011231HFFXZIQY,05:05,12:01,07/12/2022,M
189,TOVL218023MOOIPF56,05:00,12:07,25/01/2022,M
190,AXSF232444HKNXNWU5,05:08,12:07,11/03/2023,M
191,SNCF477782MARYQB91,05:00,12:08,19/05/2022,M
192,KWBZ368713HXRPBRB6,05:06,12:00,10/08/2022,M
193,BDVM583864MQNBVQ63,05:02,12:09,14/01/2022,M
194,LIIJ853169HYOYWC16,05:02,12:03,20/06/2022,M
195,NYYV751656HFCLXHUD,05:08,12:02,16/06/2022,M
196,NUIP445169MRGOCZ0Y,05:07,12:09,24/01/2023,M
197,DHVE046443MCRTQZI1,05:06,12:05,19/01/2023,M
198,MABZ408386MTZQIB8R,05:04,12:09,27/04/2022,M
199,LKIP549365HDHADUQ3,05:09,12:05,02/06/2022,M
200,OZDR397815HVGCWUTU,05:06,12:07,17/12/2022,M
201,YJUP454892MJMLQB73,05:03,12:07,23/09/2022,M
202,ABNH608328MNNYCZ52,05:05,12:08,03/05/2022,M
203,WTNU695547MUYEKAY4,05:00,12:02,09/06/2022,M
204,CIYG485769HFUJZNQ2,05:06,12:06,24/09/2022,M
205,MGLT057581HQLNHL44,05:03,12:07,13/11/2022,M
206,RKAS038686HSODUHJ1,05:02,12:07,10/01/2022,M
207,GSSD861941MRYMUM23,05:08,12:03,21/01/2023,M
208,PTUO761515MRZVLMP4,05:01,12:05,01/09/2022,M
209,JFIJ101778MDAZJVK3,05:05,12:02,20/07/2022,M
210,NRLX925454HTMNJROT,05:07,12:01,20/08/2022,M
211,HXAX413601MWWFEK54,05:01,12:08,26/04/2023,M
212,QSTH135068METBCY98,05:02,12:02,23/01/2022,M
213,DXEO199549MWTCYP45,05:09,12:02,24/04/2023,M
214,QEKZ654858HXJTHU49,05:07,12:02,10/11/2022,M
215,WYVP990349HIJSGI71,05:04,12:06,25/04/2022,M
216,EQAS008017HAJAPA2S,05:06,12:02,26/05/2022,M
217,TGDP334839HNYZAW92,05:06,12:09,18/03/2022,M
218,LSUM451775HUWAXD1B,05:07,12:05,09/01/2023,M
219,VYWF055847HNTSKV1V,05:08,12:05,25/05/2022,M
220,PHQL756011HLIPCOVA,05:00,12:06,21/03/2023,M
221,HABF653844HETGBT8J,05:04,12:09,30/05/2022,M
222,BACK758884HOXICH2K,05:03,12:07,08/02/2022,M
223,NLEG614779MXSEOZ2Y,05:02,12:06,18/02/2023,M
224,BSVH060436MUCTEC98,05:05,12:05,21/03/2023,M
225,EIMG621239HSAPZYN1,05:06,12:03,26/09/2022,M
226,OSQF945896HXOWIBLP,05:04,12:07,30/04/2022,M
227,WJPW077170MWSQVS2X,05:04,12:04,23/04/2022,M
228,ULFB753304MBSUAK7J,05:00,12:03,20/05/2022,M
229,IFML005193MZURLB94,05:04,12:01,14/05/2023,M
230,AALP408354HLGNLZ0V,05:09,12:04,16/06/2022,M
231,APIR264604MNWCHUGL,05:06,12:04,26/06/2022,M
232,NKFG249318MMBIHX09,05:03,12:02,24/10/2022,M
233,PMXL893756HADKPZMI,05:03,12:02,22/05/2022,M
234,QCFU776729HHEHRGNB,05:01,12:03,29/10/2022,M
235,EFFB078738MGABDN05,05:00,12:09,17/04/2022,M
236,JJDF875256MWITTR20,05:02,12:09,22/01/2022,M
237,IFQB545619MWCATVM7,05:08,12:02,02/04/2023,M
238,OZCI873745MAHIGDKP,05:08,12:00,17/06/2022,M
239,IRPB392433MNCZXKXO,05:06,12:01,06/02/2022,M
240,RYNB010176MPGSNO7M,05:09,12:08,31/03/2023,M
241,THGZ776163MLFHON6Z,05:09,12:04,11/02/2023,M
242,TMGC960915MIALUEOB,05:01,12:03,19/01/2023,M
243,TQKT305585HZAUHW08,05:01,12:02,30/03/2023,M
244,TONF534239MPIQOU24,05:08,12:06,06/02/2022,M
245,FRQM476979HTHCVB3X,05:02,12:08,02/02/2023,M
246,TXFD566631MSCKTP44,05:06,12:07,19/05/2023,M
247,RSPE957510MABAGH5Y,05:03,12:04,10/07/2022,M
248,EFTY626711MADBGLX9,05:01,12:09,14/07/2022,M
249,QQWC701803HKOLXXTA,05:02,12:06,06/07/2022,M
250,SMGH329698HDWBKH6L,05:06,12:00,01/05/2022,M
251,JEKZ317925HKINPP31,05:07,12:00,08/12/2022,M
252,GZCC613159HWPOWPCY,05:04,12:07,15/03/2023,M
253,UUJN133285HOCBICK5,05:08,12:01,13/12/2022,M
254,DOET251685MATQNXG2,05:05,12:08,10/09/2022,M
255,OTLX337005HCQJJAKI,05:04,12:08,07/03/2022,M
256,NSSQ203262HBTYRT6J,05:09,12:07,06/01/2023,M
257,JIJE716757MTPMUMF9,05:06,12:03,02/06/2022,M
258,HIXB168367HGVEMJ33,05:04,12:00,28/06/2022,M
259,HSYQ470957HAGYFG1R,05:03,12:03,14/06/2022,M
260,BSOW619509MFCNGA7G,05:09,12:03,15/03/2022,M
261,BCKU688023MBLOIZ8D,05:08,12:01,05/02/2022,M
262,KKZM701965MBXELJ24,05:07,12:05,26/02/2022,M
263,NERP418417MMVHOB16,05:05,12:03,31/03/2023,M
264,BERY864735MBYHIG39,05:09,12:05,12/05/2023,M
265,JACX238691HJNCEQQ2,05:01,12:06,30/08/2022,M
266,PSRF504931MZKPWIV5,05:09,12:06,28/09/2022,M
267,TQIA993955HBJMYGR0,05:00,12:00,11/04/2023,M
268,DYIW394368MGHANQ21,05:06,12:06,24/05/2022,M
269,VDYO509778MJFPLO5P,05:03,12:04,05/11/2022,M
270,WEKD466521MLMDKL3N,05:02,12:03,15/05/2022,M
271,COJE069155HFQOIK2J,05:01,12:02,14/06/2022,M
272,BUJQ804967MRBMUNK1,05:03,12:05,20/05/2022,M
273,QHEM846269MLLZHAB0,05:05,12:03,13/03/2023,M
274,FZZE387434HHBNXK1U,05:07,12:09,01/11/2022,M
275,CXEB505278MJUKPGS3,05:03,12:04,01/05/2022,M
276,DUNG267730MGNFIUHG,05:06,12:03,05/02/2022,M
277,ZOGN403225MMMGNYL5,05:03,12:03,17/03/2022,M
278,RUHC359380MGWCNO54,05:03,12:08,18/03/2023,M
279,HGXI871150MKHLOUDG,05:06,12:02,06/01/2022,M
280,ISCL231535HUGPCFCU,05:06,12:08,11/04/2022,M
281,BYVH121866MRLGRO3Z,05:01,12:02,16/02/2023,M
282,XBHV342012HUZSGDS4,05:01,12:06,13/04/2023,M
283,TQMH274358MKYEDUK0,05:01,12:06,17/06/2022,M
284,PCRV547295HQTRTNGC,05:06,12:00,10/02/2022,M
285,TWOR064727MCQWAZHB,05:09,12:05,11/01/2022,M
286,IKGZ660946MXXJRYQ7,05:07,12:04,23/11/2022,M
287,CUAU931931HDTFTB68,05:00,12:07,04/08/2022,M
288,KLZK512704MGGJYYKP,05:09,12:05,25/11/2022,M
289,QMOB769236MHZRGIB6,05:04,12:09,06/09/2022,M
290,HLSO501044HEVMOIY6,05:02,12:00,03/04/2023,M
291,GXJV469512MHPQUR17,05:09,12:07,03/08/2022,M
292,GQUY737319MERBNETT,05:05,12:00,18/03/2023,M
293,XUEY645297MCWDER1W,05:03,12:08,04/05/2022,M
294,FWIK024625MAKCXS1J,05:00,12:07,30/01/2022,M
295,TVZZ684411MRRRPZG9,05:07,12:07,08/12/2022,M
296,ZWLH318780HHKUIF71,05:02,12:01,13/04/2022,M
297,ZXOI081475HTTFZI91,05:09,12:06,06/03/2022,M
298,SLMM986519MEHPVN1G,05:09,12:03,18/10/2022,M
299,VWUF970306MIHUBR66,05:03,12:00,08/11/2022,M
300,VWJK145235MNWXRLDQ,05:02,12:05,26/12/2022,M
301,AYRQ474157MRZCQQD3,05:00,12:09,18/05/2023,M
302,WSWX433478MLZMER48,05:07,12:01,10/03/2023,M
303,QBJR308138MWLYRBK7,05:02,12:09,10/01/2022,M
304,EOAO683440MQCEHZ3M,05:07,12:08,27/05/2023,M
305,EGID322537MLZDXIHI,05:04,12:04,29/04/2022,M
306,KOTY796791MVDHKX5F,05:09,12:05,17/04/2023,M
307,JZZM217703HAPTWK98,05:05,12:08,20/04/2023,M
308,ZKLI777794HZREGFKU,05:04,12:04,01/05/2023,M
309,NSZO595686HKYEFG7D,05:03,12:06,10/02/2022,M
310,WPCV025326MEYAXCM8,05:04,12:01,03/11/2022,M
311,YEXI594678HSBVXU21,05:06,12:01,09/02/2022,M
312,QWAC732254MTEPRR92,05:09,12:08,14/03/2022,M
313,UNOO472652HHJRQOQZ,05:09,12:00,31/08/2022,M
314,AGYC449447HUFZQP67,05:04,12:09,04/06/2022,M
315,YBSM617215MKCGZRT0,05:05,12:09,29/05/2023,M
316,SLPD864127HAXBXR2J,05:04,12:04,27/06/2022,M
317,VYWE065813HISYEQN6,05:07,12:03,24/05/2023,M
318,NRWE861550HUFDHSQ4,05:00,12:01,23/05/2023,M
319,MLPY178501HFORTY2A,05:05,12:06,15/05/2023,M
320,CEYF800880HQHFSQ9W,05:03,12:04,21/09/2022,M
321,EKPF058413MSLGLF56,05:06,12:03,21/04/2022,M
322,JXDU290780HAIRAA94,05:01,12:03,02/03/2022,M
323,WWUQ634996HWTDWRFM,05:06,12:00,29/01/2023,M
324,VWUQ954725HVAOAERT,05:03,12:01,03/02/2023,M
325,ZMCV702813HTHWEGHY,05:00,12:03,02/04/2023,M
326,FHVL193999MZFYZO2D,05:09,12:00,01/05/2023,M
327,AURK777642HHWCQR8B,05:01,12:06,14/03/2023,M
328,RNCH508578HDATUR44,05:06,12:03,16/04/2022,M
329,AFWD785782HSUFOX33,05:01,12:03,15/01/2023,M
330,RUCY061395HYAFAT88,05:01,12:07,16/03/2022,M
331,SBYH486410HQQNGCQ2,05:02,12:07,24/12/2022,M
332,DJVH409447HDRTKUB3,05:05,12:04,12/12/2022,M
333,YZYJ081678HXCYQUXC,05:08,12:05,12/02/2022,M
334,IUES214234HELTVH4P,05:07,12:04,15/12/2022,M
335,JRCO477772HGPTGTMQ,05:04,12:04,17/03/2022,M
336,TNZQ194202MDTDRK6L,05:08,12:09,25/03/2023,M
337,FQUV838280MESTXC5C,05:02,12:00,18/07/2022,M
338,SDSD459019HGWUKNVD,05:00,12:05,13/01/2023,M
339,VXQL758672HJSSXH07,05:01,12:00,27/10/2022,M
340,BPGS645719HIZZSM1P,05:09,12:04,04/04/2022,M
341,MSAE896101HDNBUD75,05:02,12:04,30/01/2023,M
342,RJFV227902HBOVJJ8X,05:02,12:09,01/02/2023,M
343,RCWH194959HVNWVKOU,05:01,12:06,13/12/2022,M
344,YISI079892HCCCGE3K,05:01,12:02,13/04/2022,M
345,YQJT935672HVJRPY7J,05:05,12:07,15/08/2022,M
346,EOLI519606HADJKSY4,05:08,12:01,05/02/2022,M
347,HCSP032156HXAPQF82,05:04,12:06,26/07/2022,M
348,UKFR165280MUQKSY07,05:04,12:08,03/03/2022,M
349,KGIE523801MVBIJA9Z,05:09,12:07,15/11/2022,M
350,RZTZ391162HBOBRH46,05:02,12:01,16/02/2023,M
351,DDKY098552HXDGMY4U,05:06,12:03,30/07/2022,M
352,ABKN391660MYVPAH4A,05:05,12:00,19/01/2023,M
353,WUJI905175MIECCZWR,05:07,12:06,31/07/2022,M
354,URVJ001774HNYCFTFW,05:04,12:05,21/03/2022,M
355,VEYJ892629MYIXRHPV,05:01,12:07,11/02/2023,M
356,UDBG855032HGDXVT38,05:08,12:06,07/05/2023,M
357,KEYC642174MKMSSE4H,05:04,12:04,14/09/2022,M
358,IYFZ691765HTUYNS13,05:04,12:09,19/03/2022,M
359,XLNS006610MSMBTJ96,05:03,12:09,22/04/2022,M
360,LOJA075599HIIQTY4M,05:06,12:04,02/10/2022,M
361,MDVX589503MDYHTJ8Q,05:04,12:10,29/03/2022,M
362,MUPV568774HIZRCGDZ,05:04,12:04,18/04/2022,M
363,GFZX436180HCZWSN9X,05:08,12:07,22/01/2022,M
364,VBEY732734HJBHEO6J,05:09,12:08,03/03/2023,M
365,AKCC606175HWPOUU53,05:07,12:08,31/05/2022,M
366,WZDW077675MOEAZH31,05:04,12:07,31/03/2023,M
367,RCJX663078MAOWAKIY,05:06,12:01,10/03/2022,M
368,ENLK090814MCZSMT04,05:07,12:07,17/05/2022,M
369,UMRJ397366MKXARQ1W,05:01,12:06,16/09/2022,M
370,PGKB791026HQBGFYZ3,05:04,12:04,24/05/2022,M
371,NKIG988671MSNLZA0A,05:03,12:07,15/04/2022,M
372,KAOK834162HKVOUA5M,05:02,12:02,19/08/2022,M
373,NIVP532807MJZWXM5T,05:06,12:06,26/11/2022,M
374,REWV810760HQIWPA70,05:03,12:02,06/05/2023,M
375,EGJO270544HWAXDFHI,05:08,12:08,21/05/2022,M
376,OGPE732477HJBSFN72,05:04,12:00,16/06/2022,M
377,HAFL800275HFCCDNPU,05:00,12:06,08/08/2022,M
378,SXJF465364MQKPJOLT,05:06,12:01,29/03/2022,M
379,VQNC650960HHNBHOA1,05:04,12:04,30/05/2023,M
380,RSKG681437HYYAIK78,05:09,12:09,07/01/2022,M
381,CXWB871906MIFANQ1U,05:02,12:02,06/01/2023,M
382,RSRR292302HVEBEK2W,05:09,12:03,13/02/2023,M
383,MOER830896MOHKDGBB,05:02,12:07,05/05/2022,M
384,WXSP915000MRDOPHA3,05:03,12:01,14/04/2022,M
385,TPQI982384MILBXZCV,05:02,12:04,18/05/2022,M
386,CLJP945390MMXTTKE5,05:04,12:08,12/07/2022,M
387,XYSH347924HLXAKP10,05:00,12:04,03/08/2022,M
388,FJKQ733861MAWBYJPD,05:07,12:04,24/05/2022,M
389,VBMJ349838HJQFXE10,05:06,12:08,17/02/2023,M
390,NQBT023152HIKVWE64,05:05,12:02,07/01/2022,M
1,ZJYM812519MNGFTT2R,12:05,18:07,18/03/2023,V
2,SDYG402377HVGOBK05,12:01,18:07,06/12/2022,V
3,DLER133924MOILNQMQ,12:05,18:04,07/05/2022,V
4,WJIV362187MSUOZDC3,12:05,18:02,06/08/2022,V
5,PJLH156460MXUJTXGR,12:04,18:06,16/02/2022,V
6,XYJA600594HMRKYF2F,12:05,18:05,04/10/2022,V
7,SNBR758369HGVURB99,12:06,18:03,06/10/2022,V
8,OQDB938319HFAEPL67,12:07,18:06,30/04/2023,V
9,TQSL095854HYFBOZSW,12:08,18:07,05/09/2022,V
10,LZRA439242HXKUNZ3C,12:08,18:09,26/08/2022,V
11,ZGYT410326MIDYWYGS,12:01,18:03,28/04/2023,V
12,KRAE050471HYFYHC81,12:07,18:06,01/11/2022,V
13,DNWX420821HUVMHIQP,12:07,18:00,26/01/2023,V
14,CEFD246288HVWHVR03,12:08,18:06,19/05/2023,V
15,JMRN159777HQAUJK4E,12:08,18:07,15/01/2022,V
16,ARQN644474MIYSDAL6,12:07,18:00,24/05/2022,V
17,KQQU458024MHETHO46,12:09,18:01,13/08/2022,V
18,WZQH334020HYNKDT9E,12:08,18:08,17/03/2022,V
19,RZAH967827HSQICIOM,12:07,18:06,09/06/2022,V
20,JXYJ491014MMGHDO50,12:07,18:01,24/04/2022,V
21,BFKJ573228MIFDWT0B,12:05,18:05,03/01/2022,V
22,DNET793608HMSUPIQ0,12:04,18:09,31/03/2022,V
