INBN985936HCWFAS4H,Pedro,Núñez,Pérez,F,6402.06,1991-11-01,Sonora
QSYR470338HZBFJC27,Alonso,Bautista,Tovar,M,19103.72,1965-12-23,Durango
DKEJ676175MEDJXFI8,José,Acosta,Kuri,F,12969.01,1975-09-23,Durango
ABUK933427MPFQETIQ,Pablo,Munguía,Alonso,F,17303.14,1974-06-08,Tlaxcala
DHOC287533HRHJRGM2,Adriana,Maldonado,Campos,M,15382.42,2004-04-08,Tamaulipas
MGWR311811MRIHIT9J,Camila,Acosta,Bermúdez,F,18490.8,2001-10-19,Guerrero
DVXP614382MJPLIK42,Rodrigo,Jiménez,Giménez,F,18064.74,1968-05-15,Morelos
TQNH770178MDARKVVB,Ricardo,Maldonado,Fajardo,M,8550.36,2005-08-29,Querétaro
ZZFP468981MZLDADL8,Clara,Lugo,Sánchez,F,8949.46,1968-12-20,Baja California Sur
NBOR245184HOOOBT82,Raúl,Acosta,Calderón,M,6960.92,1969-04-21,Guerrero
KXKW034140HVZLWM79,Adriana,Álvarez,Carrasco,M,16879.21,1980-09-04,Baja California
XVGW500426MBKQVXY7,Carmen,Mendoza,Alonso,M,15480.03,1976-01-07,Nayarit
WGZT866322HKIRUG12,Paula,Cruz,Xochitl,F,14389.28,1973-04-18,Guerrero
UWXN752279MZCLQJZA,Verónica,Rosales,Ortiz,M,8006.62,1993-12-26,Oaxaca
INAG097420MXTZJN05,Ricardo,Alonso,Dominguez,F,17290.05,1985-07-24,Querétaro
ISRO324060MBLYMA11,Fernando,Hernández,Campos,M,7019.58,1964-08-17,Estado de México
KKJW139814MMXFXO5N,Emilio,Laguna,Alonso,F,17340.02,1991-05-27,Veracruz
SFNA174315HFLZHZ65,Sara,Rosales,Luna,M,9148.87,1983-04-20,Durango
RSGM452820HATKMZL8,Camila,Valenzuela,Gallegos,F,12480.55,1992-07-06,Nayarit
ROMP647766HSQCFO21,Pablo,Téllez,Estrada,M,17434.35,1993-08-04,Puebla
WKWW907026MSEOTEMG,Rafael,Villanueva,Sánchez,M,8651.37,1976-07-29,Aguascalientes
LJBW736822HIHDVSJ9,Verónica,Castillo,Santos,F,6266.85,1966-01-29,Puebla
VPUU968161MYBNWQ4K,Sara,Guerra,Silva,M,9756.76,1991-04-28,Coahuila
QFJH387243HJKKVPTT,Patricia,Villarreal,Guerrero,M,12551.88,2005-05-09,Sonora
MOQA756513HPUWSBK0,Javier,Villarreal,Vega,M,6723.09,1975-02-13,Michoacán
MLHD660781MBGOCZN1,Carmen,Cruz,Juárez,F,12459.54,1985-09-07,Tlaxcala
NBXV316226MRVYDW2Y,Pablo,Aguilar,Alonso,M,14800,1969-09-30,Chiapas
ZGQS166817MKURJDQU,Adriana,Carrillo,Vargas,M,10755.69,1996-09-14,Veracruz
NNIR244780MOIDYFU0,Alejandro,Aguayo,Vázquez,F,8862.18,1968-06-22,Tlaxcala
OJII157710HPRDMWJ5,Luisa,Cisneros,Figueroa,F,6124.7,1985-08-11,Estado de México
JNEQ154017MUYNFO4C,Elena,Guzmán,Torres,M,13075.56,1969-05-14,Nuevo León
HDWA255002HPWWOD74,Valentina,Rosales,Luna,F,19960.88,1974-11-24,Guerrero
MPIK349041HCQMZK7F,Isabella,Molina,Ibarra,M,15799.83,1998-01-19,Yucatán
VFDB467020MQTNSY4K,Luisa,Guerra,Tovar,M,7519.54,1994-07-02,Estado de México
CHMU622570MDUDCS7G,Silvia,Téllez,Aguirre,M,7104.14,1964-08-28,Durango
EVVA517360HUJUIT42,María,Carrillo,Santana,M,9007.86,1988-01-27,Baja California Sur
TPAL444081MCSDTD12,Jorge,Reyes,Vidal,F,14705.59,1966-06-30,Aguascalientes
TZYE997185MSBYNRK7,Isabella,Rodríguez,Núñez,F,15980.65,1968-06-01,Puebla
ZZZN656958HQAABY7Y,Roberto,Soto,Cisneros,F,11836.21,2003-11-03,Sonora
AWJK286566MKZUIAQB,Alonso,Munguía,Téllez,M,13047.99,1988-03-08,Guanajuato
YIWL930246MPTMGDIC,Diego,Cortés,Castañeda,F,17928.13,2004-11-04,Estado de México
YOHW782465MFCXTQ9I,Adriana,Acosta,Herrera,M,19470.53,1984-07-10,Michoacán
JJMI016641HFMNGK6W,Emilio,García,Quezada,M,16679.26,1979-05-24,Estado de México
QBBV954552MZVRJM86,Ana,Cuevas,Salazar,F,16487.66,2005-06-12,Campeche
JIGG510329MNSLUO38,Carlos,Campos,Gallegos,F,19530.36,1981-07-16,Chiapas
OLTR777654MBNLCPUD,Alonso,Navarro,Pérez,F,13847.4,2003-04-28,Estado de México
QZEI957569MWELUUNR,Camila,Gallardo,Serrano,F,8592.38,1976-10-31,Sinaloa
GPUZ462624MCIORO95,Sofía,Alonso,Hernández,M,18619.5,1977-08-29,Jalisco
DEAW501234MXKPBRYL,Miguel,Salazar,Cortés,F,9378.46,1978-10-11,Chiapas
GSRN382109MEGBQH9T,Miguel,Pacheco,Alonso,F,17975.76,1973-04-15,Guanajuato
PMNI426577MZIGVFZF,Martín,Alonso,Vega,M,16696.5,2003-09-11,San Luis Potosí
DZAL124225MOPZFAT5,Elena,Zavala,Reyes,F,6647.61,1990-12-03,Veracruz
ETVN203117HNZNSIUH,Beatriz,Barrera,Ríos,F,10857.38,2002-02-25,San Luis Potosí
XRRT339737MSPDKG63,Jorge,Ponce,Reyes,F,14385.96,1971-12-14,Querétaro
ETGY065274MNLFDQBB,Andrés,Medina,Ochoa,F,10012.89,2001-08-06,Sonora
BURW965859MXPUQM61,Diana,Guerrero,Barajas,M,16188.73,1977-12-06,Yucatán
KQBH028360HGRLRB0Y,María,Rosales,Molina,M,11592.32,1971-05-14,Nayarit
CMNZ237033HUHQUP93,Rodrigo,Ortiz,Kuri,F,13262.33,1967-07-22,Estado de México
AEWA581155MLCYCNY6,Javier,Alonso,Ramírez,M,16291.21,1979-04-26,Chiapas
JWPL404550MBNUQSRI,Camila,Navarro,Rodríguez,M,16854.51,1993-01-24,Colima
DKLN431945HHBWQV27,Silvia,Montes,Ramírez,M,8383.29,2003-06-28,Aguascalientes
NPNV750369MSDQRU80,Alejandro,Quintero,Zamora,F,19418.52,1970-07-21,Yucatán
ITMD646829HKZTUG7D,Diego,Quintero,Valencia,M,6682.52,2004-09-02,Hidalgo
QTYS337927MTCYTB7D,José,Navarro,López,F,12262.06,1999-12-04,Campeche
SFKK161264HPXDOD1H,Antonio,Zavala,Herrera,F,13316.55,1980-05-06,Zacatecas
JROZ620629MQJLOB2U,Verónica,Quintero,Ortiz,M,8723.49,1967-07-21,Ciudad de México
BTIF625565MKRIAC34,Isabella,Flores,Alonso,F,19427.83,2003-07-08,Guanajuato
AYVY401438MVRPCI3Z,Alonso,Pacheco,Moreno,F,18231.83,1973-03-23,Morelos
MHDY888726MYBAXWNQ,Pablo,Corona,Salinas,F,6383.89,1992-05-08,Coahuila
QZJH463655HCDQXJ4B,Adriana,Lara,Castillo,M,13171.65,2003-12-29,Zacatecas
YSHO310650HDTRDQG8,Isabella,Reyes,Maldonado,M,16424.37,1979-06-12,Aguascalientes
IRRL234047HNHAYF3P,Fernando,Ruiz,Reyes,M,19586.88,1991-04-14,Estado de México
UWSB257060HCUSRT28,José,Zavala,Rodríguez,F,18490.25,1989-01-31,Estado de México
FQYE261847HFKMHTZ5,Carmen,Delgado,Noriega,F,11141.22,1990-03-24,Baja California Sur
EKUW265059HJCCLOWF,Jorge,Bustamante,Cabrera,F,6030.41,1981-07-01,Veracruz
TIVB657713MDEJRGRB,Marisol,Lugo,Peralta,M,6577.39,1968-12-31,Morelos
MPET408931HTKBSE94,Rafael,Álvarez,Reyes,M,8646.33,2002-12-14,Campeche
QIUQ379734MALPRYZL,Sofía,Aguilar,Vidal,F,9049.64,1981-03-11,Zacatecas
ARRB823624HOBDCHM1,Lorena,Carrillo,Xochitl,M,12012.71,1989-12-04,Ciudad de México
PDZG968018HAFBIH0U,León,Castillo,Valencia,M,11286.58,2005-09-01,Chiapas
LPVR942128MXFQOY7K,Carlos,Alonso,Cervantes,M,15741.27,1976-09-21,Chihuahua
ODLI454202HISLJD2C,Gabriela,Suárez,Alonso,M,15181.93,1992-10-04,Querétaro
IVUY500750HONVVZ0U,Paula,Villarreal,Arias,M,17725.81,1999-09-29,Michoacán
LQLP519330MDIJWI0W,Ricardo,Alonso,Torres,F,13513.91,1986-03-25,Chihuahua
EWVL553488MSKGHN5V,Alonso,Barrera,Aguirre,F,14030.75,1972-11-15,Morelos
KUQJ068922MRKZCZMT,Ricardo,Molina,Zaragoza,F,10413.78,2004-10-30,Tamaulipas
RMIX080264HARGDC9W,Adriana,Báez,Guerrero,M,19989.8,2002-01-31,Hidalgo
KWPU529932MXFQKMX7,Sofía,Ibarra,Xochitl,F,6603.9,1981-03-24,Morelos
NYXM020732HMLSBRS2,Emilio,Jiménez,Hernández,F,14486.04,1981-05-22,Estado de México
EHBO393861HHFEASOQ,Diana,Aguirre,Díaz,M,7085.86,1998-01-04,Guerrero
CMSP432427MCOEPT9N,María,Corona,Rodríguez,M,10450.63,1995-03-04,Tlaxcala
FYFF175288MBVVMR5J,Isabella,Luna,García,M,10224.05,1980-11-22,Baja California Sur
MGMI701418MCTVQHN7,Valentina,Laguna,Santana,F,7086.18,1991-07-27,Baja California
RLNW606204MMDVEX2K,Marisol,Castillo,Alonso,F,15247.89,1997-05-21,Jalisco
EQKJ946986HPJCRYGQ,Juan,Leyva,Paredes,F,6317.09,1999-03-07,Colima
SIKM452249MXVDCEO1,Pedro,Juárez,Ortiz,F,15610.13,1990-10-30,Campeche
FONE626303HASQJIPB,Emilio,Bustamante,Uribe,F,8184.27,1985-12-30,Tabasco
WAWD754551MTCTUF6G,Isabella,Ortiz,Escobar,M,18407.26,1975-06-20,Guerrero
KFJR998662MLFYFDZN,Roberto,Leyva,Rodríguez,F,10192.39,1964-09-12,Tlaxcala
TOVI126864MKLAAUA6,Rodrigo,Alonso,Vidal,M,14601.14,1977-08-30,Aguascalientes
XLZU751667HBUFXO88,Martín,Vega,Ruiz,M,19049.36,1971-04-29,Aguascalientes
HMEQ662450MRFEUC7S,Ana,Moreno,Suárez,M,18712.2,1996-11-21,Querétaro
EYSJ927613HOTSHEK6,Miguel,González,Gálvez,F,17549.96,1985-10-15,Chiapas
AUUZ094509HJQDKSKR,Martín,Aguirre,Flores,M,15184.81,1989-08-21,Estado de México
CACY052632HHLCWM33,Roberto,Peralta,Ramírez,M,8240.06,1973-03-28,Chiapas
PHQU763029MTQVLF94,Camila,Aguilera,Vega,M,16637.15,2005-07-15,Campeche
TYRZ452337MWHMCP2J,Carmen,Castillo,Gálvez,F,17239.88,1970-01-21,Colima
NBOH071252HENJGTX5,Jorge,Romero,González,M,14027.44,2002-09-28,Durango
WWGV615730HBVWHJGI,Patricia,Aguayo,Santana,F,16226.65,2003-11-22,Aguascalientes
AXJY060048HGUJUUB8,Diana,Laguna,Pacheco,M,13897.95,1977-01-12,Ciudad de México
FAEY237176HYVIVN49,Laura,Hidalgo,Hernández,F,8776.64,1966-01-10,Yucatán
OXIT510255HCHYIX38,Javier,Hernández,Maldonado,M,9264.49,1991-03-23,Yucatán
RAHE925706HSNQAUB2,Sara,Luna,Aguilar,F,17619.62,1967-11-08,Ciudad de México
YWWY209058HYMCCZ17,Alonso,Villarreal,Ruiz,F,18281.92,1964-01-01,Chihuahua
YBFW906086MQTWEO46,Juan,Cárdenas,Romero,F,13308.8,2005-05-15,Campeche
RMSZ714077MRPKYS79,Silvia,Aguayo,Vega,M,12745.48,1976-04-19,Aguascalientes
VEQH165758HLHLEHV2,Andrés,Valdez,Iglesias,M,12386.48,1975-11-09,Estado de México
RZPC376465MACBNPR9,Ana,Suárez,Vidal,F,7507.93,1986-05-04,Nayarit
QGYA233771HHWGKEXB,Rodrigo,García,Villalobos,F,13115.77,1981-08-26,Colima
KCMW870747MJAEOUYB,Emilio,Santos,Fajardo,F,6750.76,1978-03-08,Tlaxcala
NWNE768878MBGYUK7Y,Andrés,León,Jiménez,F,7158.18,2005-05-11,Tamaulipas
QGSY060984HSLQXFYR,Beatriz,Leyva,Núñez,F,11836.35,2003-08-11,Michoacán
DHGT672169MCNKMM5J,Diana,González,Urbina,M,9119.8,1998-07-09,Yucatán
WDGX072361HTRWES00,Jorge,Ortiz,Soto,M,11620.49,1965-07-15,Tabasco
GYEM748315MHGSJH31,Diego,Zamora,Cabrera,F,11864.75,1973-01-17,Hidalgo
RLBR167908HVOZQJ7C,Silvia,Corona,Bermúdez,M,16221,1995-03-28,Sinaloa
SYAU913179MBJDEGR9,Clara,Herrera,Carrasco,F,8935.55,1968-06-21,Campeche
IMAY064045HDGHBT5Y,Ana,Cruz,Alonso,F,17470.72,1985-07-06,Jalisco
GKZG797050MQHTLR7N,Marisol,Carrillo,Orozco,M,17948.74,1985-07-30,Hidalgo
LMPL291835HRZGMK9S,Lucía,Cruz,Kuri,M,8210.86,1975-09-13,Nuevo León
RBEX636034MARDTB53,Verónica,Munguía,Moreno,F,19137.65,1991-05-19,Hidalgo
GHTF358214HXAQWGZW,Silvia,Alonso,Cárdenas,M,16227.44,2002-08-14,Sonora
RCVU373158MEMUZN2U,Verónica,Silva,Calderón,M,7269.42,1974-03-11,Ciudad de México
MDKQ252239HZJBOITQ,Alejandro,Báez,Ochoa,F,14726.19,1994-04-15,Aguascalientes
LLOV879622MUYOBPQC,Diana,Gutiérrez,Silva,F,10782.64,2005-12-19,Oaxaca
HCBV877630MPLICE9B,Alejandro,Guzmán,Téllez,M,17994.32,1976-02-25,Jalisco
CALO658331MTMXRAK9,Clara,Aguirre,Guzmán,F,9855.97,1977-11-17,Chihuahua
EIDO759540HHABIIT0,Emilio,Mata,González,M,17576.16,2003-10-31,Puebla
JFLQ131373MCVXPBP8,Rodrigo,Vega,Moreno,F,14109.08,1975-10-28,Durango
YUQU440016MWYAKP73,Luisa,Laguna,Herrera,M,7070.56,1998-05-06,Jalisco
SJDU302518HOGAFP28,Silvia,Báez,Fuentes,M,9003.11,1965-06-01,Veracruz
RGDZ118849HPEJHIPK,Ana,Vázquez,Santana,F,11474.82,1995-10-05,Durango
YFDN932996MNYKKV17,Fernando,Cárdenas,Iglesias,M,11154.72,1995-04-03,Nuevo León
VXAX885383MQWOYW8H,Pablo,Villarreal,Flores,M,12398.9,1985-11-06,Guerrero
MFIT868723HZCQUIQM,Adriana,Aguayo,Mendoza,F,9908.25,1976-07-25,Hidalgo
DIJC164303MJKJMT14,Miguel,Herrera,Acosta,F,7695.94,1980-05-24,Guanajuato
EJMT902518HGXXQV57,León,Vega,Ortega,F,7724.88,1992-07-24,Zacatecas
OQYB061843MRAPPWE8,Ricardo,Vázquez,Vidal,F,11101.55,1973-06-12,Morelos
CAQO876122MOPEPCO5,Raúl,Chávez,Luna,M,15408.89,1969-10-20,Tabasco
HFHJ951862HNAUABXF,Silvia,Santos,Pacheco,M,12951.53,1964-05-10,Guerrero
OWSX047163MTWSCI52,Camila,Calderón,Cárdenas,M,15011.67,1980-06-06,Campeche
AZGL194161MJAJLTQ2,Valentina,Luna,Ramírez,F,10678.83,2000-08-26,Chiapas
GJBR072277HXDHJI21,Verónica,Corona,Cabrera,M,14786.99,1971-01-13,Campeche
QPHF210503HVDANN79,Ana,Ramos,Peralta,M,17726.6,1996-05-01,Sinaloa
IUVV794230HFVSFIL3,Alejandro,Barrera,Valencia,M,9255.93,1979-08-16,Tamaulipas
YDEA568077HDZWWJE3,Luisa,Hernández,Bautista,M,13318.85,2004-10-13,San Luis Potosí
AXQC050118HZRULFE0,Ricardo,Gallegos,Vargas,M,14047.1,1979-11-04,Jalisco
VJCJ616281MCEXUXOF,Adriana,Suárez,Suárez,M,15936.79,1969-04-05,Puebla
ZJZQ015062HKOKNBK2,María,Ortiz,Díaz,M,13798.65,1992-04-24,Zacatecas
NSFR064498HQGVYV4T,Sofía,Gallardo,Peña,M,17716.13,1990-10-06,Sonora
EZGS806693HZAUFE87,Alejandro,Guzmán,Fajardo,M,16633.55,1988-08-30,Guanajuato
SBXK011231HFFXZIQY,Manuel,Valenzuela,Fuentes,F,16967.65,1981-11-10,Oaxaca
TOVL218023MOOIPF56,Rodrigo,Corona,Santos,M,13254.78,1973-01-05,Oaxaca
AXSF232444HKNXNWU5,Gustavo,Mata,Herrera,M,9059.49,2001-09-24,Zacatecas
SNCF477782MARYQB91,Pedro,Munguía,León,M,14512.71,1990-11-24,Aguascalientes
KWBZ368713HXRPBRB6,Diego,López,Serrano,M,17820.03,1984-06-21,Baja California
BDVM583864MQNBVQ63,Sara,Montes,Gálvez,F,13602.76,1992-06-05,San Luis Potosí
LIIJ853169HYOYWC16,Roberto,Rojas,Jaramillo,M,16815.3,2003-11-29,Querétaro
NYYV751656HFCLXHUD,Sofía,Valdez,Lara,M,18870.11,1976-07-31,Chihuahua
NUIP445169MRGOCZ0Y,Valentina,Bustamante,Vázquez,M,12686.88,1996-07-09,Querétaro
DHVE046443MCRTQZI1,Beatriz,Aguilera,Pérez,F,18298.13,2004-07-04,Hidalgo
MABZ408386MTZQIB8R,Beatriz,Luna,Gómez,M,14300.19,1976-01-06,Michoacán
LKIP549365HDHADUQ3,Laura,Delgado,Escobar,F,16772.76,2002-02-01,Oaxaca
OZDR397815HVGCWUTU,Javier,Núñez,Silva,F,11905.67,1976-06-17,Zacatecas
YJUP454892MJMLQB73,Emilio,Juárez,Santos,F,15271.62,1968-04-30,Morelos
ABNH608328MNNYCZ52,Carlos,González,Cárdenas,M,9348.76,1974-07-27,Baja California Sur
WTNU695547MUYEKAY4,Emilio,Guerra,Valencia,M,14204.08,1969-09-21,Hidalgo
CIYG485769HFUJZNQ2,Gustavo,Aguilera,Hernández,M,11816,1999-05-28,Hidalgo
MGLT057581HQLNHL44,Valentina,Téllez,Navarro,F,8542.98,1997-05-15,Hidalgo
RKAS038686HSODUHJ1,Diego,Soto,Aguilar,M,13412.86,1971-11-25,Estado de México
GSSD861941MRYMUM23,Diego,Laguna,Acosta,F,18242.42,1997-03-17,Aguascalientes
PTUO761515MRZVLMP4,Isabella,Mata,Ibarra,F,12446.21,1986-05-14,Colima
JFIJ101778MDAZJVK3,Pablo,Rosales,Cabrera,M,7344.85,1964-06-04,Guanajuato
NRLX925454HTMNJROT,Javier,Valenzuela,Carrasco,M,17668.2,1974-12-28,Tamaulipas
HXAX413601MWWFEK54,Héctor,Vázquez,Ramos,F,9916.89,1984-10-02,Aguascalientes
QSTH135068METBCY98,Raúl,Rodríguez,Juárez,F,17142.45,1970-06-09,Campeche
DXEO199549MWTCYP45,Valentina,Escobar,Vázquez,F,6343.88,2003-05-17,Puebla
QEKZ654858HXJTHU49,Ana,Villarreal,Bermúdez,M,19267.55,1987-09-21,Oaxaca
WYVP990349HIJSGI71,Paula,Téllez,Salinas,M,14499.51,1976-09-01,Michoacán
EQAS008017HAJAPA2S,Luisa,Vega,Peña,M,9611.19,1991-08-19,Nayarit
TGDP334839HNYZAW92,Adriana,Gutiérrez,Ochoa,F,17958.57,1982-02-05,Quintana Roo
LSUM451775HUWAXD1B,León,Guerra,Jaramillo,F,13543.7,1988-01-20,Coahuila
VYWF055847HNTSKV1V,Antonio,Herrera,Zamora,M,7879.93,1979-10-04,Morelos
PHQL756011HLIPCOVA,Natalia,Ramos,González,M,15371.13,1991-09-02,Baja California Sur
HABF653844HETGBT8J,Emilio,Valenzuela,Ibarra,F,19725.63,1971-09-16,Colima
BACK758884HOXICH2K,Diana,Espinoza,Delgado,M,11576,1971-12-14,Colima
NLEG614779MXSEOZ2Y,Alejandro,Acosta,Pacheco,M,11837.95,1979-03-22,Aguascalientes
BSVH060436MUCTEC98,Isabella,Munguía,Arias,M,19104.11,1985-01-07,Sonora
EIMG621239HSAPZYN1,Antonio,Núñez,Orozco,M,7840.91,2000-06-24,Jalisco
OSQF945896HXOWIBLP,Patricia,Gutiérrez,Aguirre,F,10125.09,1965-02-28,Aguascalientes
WJPW077170MWSQVS2X,Emilio,Herrera,Santiago,F,17601.84,1984-11-28,Michoacán
ULFB753304MBSUAK7J,Patricia,Espinoza,Nieto,F,17684.39,1981-08-31,Yucatán
IFML005193MZURLB94,Javier,Bustamante,Valencia,M,12706.32,1994-03-30,San Luis Potosí
AALP408354HLGNLZ0V,Rodrigo,Laguna,Romero,F,14005.19,1984-12-15,Tlaxcala
APIR264604MNWCHUGL,Isabella,Guzmán,Guerrero,F,10927.15,1981-08-23,Tamaulipas
NKFG249318MMBIHX09,Javier,Cervantes,Flores,F,13346.37,1997-03-24,Tabasco
PMXL893756HADKPZMI,Miguel,Rosales,Flores,M,13625.35,1975-02-14,Morelos
QCFU776729HHEHRGNB,Adriana,Orozco,Morales,M,16167.8,1992-09-09,Sonora
EFFB078738MGABDN05,Diana,Gallegos,Herrera,M,10783.88,1982-10-26,Guanajuato
JJDF875256MWITTR20,Diana,Rodríguez,Montes,F,18812.91,1986-05-04,Tabasco
IFQB545619MWCATVM7,Lucía,Aguayo,Santiago,F,14093.59,1970-11-21,Zacatecas
OZCI873745MAHIGDKP,Pablo,Fernández,Ríos,F,14003.37,1995-03-03,Michoacán
IRPB392433MNCZXKXO,Pedro,Munguía,Álvarez,F,18398.76,1995-06-27,Nuevo León
RYNB010176MPGSNO7M,María,Valenzuela,Guerrero,M,17873.42,2005-09-23,Estado de México
THGZ776163MLFHON6Z,Lucía,Báez,González,F,6935.42,1988-05-12,Zacatecas
TMGC960915MIALUEOB,Juan,González,Arias,F,13486.62,1992-03-04,Guerrero
TQKT305585HZAUHW08,Miguel,Cuevas,Peralta,F,8746.59,1975-03-10,Jalisco
TONF534239MPIQOU24,Paula,Aguirre,Delgado,F,10781.51,1989-10-18,Ciudad de México
FRQM476979HTHCVB3X,Diana,Escobar,Pacheco,M,17858.98,2005-01-01,Baja California
TXFD566631MSCKTP44,León,Corona,García,F,18613.31,1988-06-29,Quintana Roo
RSPE957510MABAGH5Y,Marisol,Sánchez,López,F,10754.14,1996-11-17,Durango
EFTY626711MADBGLX9,Patricia,Orozco,Díaz,F,14947.49,1980-10-30,Aguascalientes
QQWC701803HKOLXXTA,Camila,Carrillo,Guerrero,M,17646.73,1998-01-13,Oaxaca
SMGH329698HDWBKH6L,Raúl,Lara,Martínez,M,16428.03,2001-01-13,Estado de México
JEKZ317925HKINPP31,Rodrigo,Castañeda,Pérez,M,6813.8,1971-02-08,Tlaxcala
GZCC613159HWPOWPCY,María,Molina,Carrasco,M,8039.26,1997-05-24,Tamaulipas
UUJN133285HOCBICK5,Alejandro,Valdez,Vázquez,F,7760.56,1984-03-22,Baja California Sur
DOET251685MATQNXG2,Raúl,Rojas,Jaramillo,F,10921.9,1987-08-21,Quintana Roo
OTLX337005HCQJJAKI,Diego,Reyes,Cortés,F,15930.26,1969-01-11,Oaxaca
NSSQ203262HBTYRT6J,Clara,Cruz,Reyes,F,19254.31,1967-08-12,Nuevo León
JIJE716757MTPMUMF9,Lorena,Salazar,Ríos,F,9009.93,1970-03-29,Chihuahua
HIXB168367HGVEMJ33,Ana,Ibarra,Calderón,F,19646.52,2002-01-22,Baja California Sur
HSYQ470957HAGYFG1R,Andrés,Espinoza,Mendoza,M,18089.98,1964-06-29,Oaxaca
BSOW619509MFCNGA7G,Antonio,Leyva,Cabrera,M,15522.92,1986-05-18,Estado de México
BCKU688023MBLOIZ8D,Natalia,Suárez,Gallegos,F,6350.41,1973-03-25,Durango
KKZM701965MBXELJ24,Sofía,Gallardo,Lara,F,9792.76,1974-05-01,Chiapas
NERP418417MMVHOB16,Laura,Vega,Núñez,M,10495.68,1992-08-04,Quintana Roo
BERY864735MBYHIG39,Fernando,Romero,Salinas,F,9331.42,1993-06-03,Hidalgo
JACX238691HJNCEQQ2,León,Ponce,Ortiz,F,19431.39,1975-08-16,Yucatán
PSRF504931MZKPWIV5,Diana,Lugo,Estrada,F,14985.95,1990-09-27,Chiapas
TQIA993955HBJMYGR0,Diana,León,Aguirre,F,14229.78,1998-01-12,Morelos
DYIW394368MGHANQ21,Valentina,Bautista,Estévez,F,8569.4,1997-12-03,Michoacán
VDYO509778MJFPLO5P,Juan,Peralta,Quiroz,M,9539.39,1965-07-29,Zacatecas
WEKD466521MLMDKL3N,Héctor,Bautista,Torres,F,18849.47,1985-08-24,Aguascalientes
COJE069155HFQOIK2J,Rodrigo,Delgado,Arias,M,6912.42,2005-10-05,Querétaro
BUJQ804967MRBMUNK1,Lorena,Guzmán,Molina,M,15300.76,1987-01-13,Sinaloa
QHEM846269MLLZHAB0,Clara,Hernández,Arias,M,15761.57,1993-12-26,Campeche
FZZE387434HHBNXK1U,Patricia,Villanueva,Quezada,F,10844.21,2005-12-18,Durango
CXEB505278MJUKPGS3,Luisa,Díaz,Tovar,F,9092.99,1996-11-06,Coahuila
DUNG267730MGNFIUHG,Martín,Lara,Guerrero,F,7163.24,1979-11-24,Guerrero
ZOGN403225MMMGNYL5,Francisco,Munguía,Villalobos,F,13722.71,2003-05-01,Chihuahua
RUHC359380MGWCNO54,Natalia,Gómez,Santos,M,8153.67,2000-10-13,Tamaulipas
HGXI871150MKHLOUDG,Carmen,Sánchez,Zaragoza,M,15592.62,1985-07-16,Campeche
